"","Transcript.ID","gene_assignment","Gene.Symbol","RefSeq","p.value.Diagnosis.","p.value.Control.vs..Schizophrenia.","Ratio.Control.vs..Schizophrenia.","Fold.Change.Control.vs..Schizophrenia.","Fold.Change.Control.vs..Schizophrenia...Description.","F.Diagnosis.","SS.Diagnosis.","SS.Error.","F.Error.","FoldChange","p.value"
"21062",7895148,"---","","---",0.029461,0.029461,0.822845,-1.2153,"Control down vs Schizophrenia",5.42284,0.474803,1.92624,1,-1.2153,0.029461
"21063",8113664,"---","","---",0.0295806,0.0295806,1.13537,1.13537,"Control up vs Schizophrenia",5.41396,0.201295,0.817975,1,1.13537,0.0295806
"21064",7893737,"---","","---",0.0295881,0.0295881,0.812258,-1.23114,"Control down vs Schizophrenia",5.4134,0.539961,2.19439,1,-1.23114,0.0295881
"21065",8071390,"---","","---",0.0296443,0.0296443,1.13332,1.13332,"Control up vs Schizophrenia",5.40925,0.195601,0.795529,1,1.13332,0.0296443
"21066",7892791,"---","","---",0.0296844,0.0296844,0.92677,-1.07902,"Control down vs Schizophrenia",5.40629,0.0722267,0.293915,1,-1.07902,0.0296844
"21067",7893931,"---","","---",0.0297495,0.0297495,1.254,1.254,"Control up vs Schizophrenia",5.40149,0.639738,2.60562,1,1.254,0.0297495
"21068",7894485,"---","","---",0.0299771,0.0299771,0.896158,-1.11587,"Control down vs Schizophrenia",5.38481,0.150116,0.613309,1,-1.11587,0.0299771
"21069",8042117,"---","","---",0.0300037,0.0300037,1.07936,1.07936,"Control up vs Schizophrenia",5.38287,0.072829,0.297655,1,1.07936,0.0300037
"21070",7902909,"---","","---",0.030076,0.030076,0.891588,-1.12159,"Control down vs Schizophrenia",5.37761,0.164442,0.67274,1,-1.12159,0.030076
"21071",7991770,"---","","---",0.0301773,0.0301773,1.08388,1.08388,"Control up vs Schizophrenia",5.37025,0.0810204,0.331912,1,1.08388,0.0301773
"21072",8160661,"---","","---",0.0302431,0.0302431,1.05572,1.05572,"Control up vs Schizophrenia",5.3655,0.0367117,0.150528,1,1.05572,0.0302431
"21073",7892623,"---","","---",0.0302547,0.0302547,0.869194,-1.15049,"Control down vs Schizophrenia",5.36466,0.24543,1.00649,1,-1.15049,0.0302547
"21074",8042501,"---","","---",0.0303847,0.0303847,1.27474,1.27474,"Control up vs Schizophrenia",5.35529,0.735875,3.02304,1,1.27474,0.0303847
"21075",8180240,"---","","---",0.0304229,0.0304229,0.862222,-1.15979,"Control down vs Schizophrenia",5.35255,0.274438,1.12799,1,-1.15979,0.0304229
"21076",8180221,"---","","---",0.030449,0.030449,1.10166,1.10166,"Control up vs Schizophrenia",5.35068,0.117057,0.481296,1,1.10166,0.030449
"21077",8139915,"---","","---",0.0304514,0.0304514,0.901382,-1.10941,"Control down vs Schizophrenia",5.35051,0.134622,0.553535,1,-1.10941,0.0304514
"21078",8035863,"---","","---",0.0305028,0.0305028,1.08928,1.08928,"Control up vs Schizophrenia",5.34683,0.0913357,0.375809,1,1.08928,0.0305028
"21079",7904867,"---","","---",0.0305147,0.0305147,1.19678,1.19678,"Control up vs Schizophrenia",5.34597,0.402965,1.6583,1,1.19678,0.0305147
"21080",7904946,"---","","---",0.0305147,0.0305147,1.19678,1.19678,"Control up vs Schizophrenia",5.34597,0.402965,1.6583,1,1.19678,0.0305147
"21081",7894145,"---","","---",0.0305565,0.0305565,0.904797,-1.10522,"Control down vs Schizophrenia",5.34299,0.124993,0.514663,1,-1.10522,0.0305565
"21082",8145827,"---","","---",0.0305841,0.0305841,1.06008,1.06008,"Control up vs Schizophrenia",5.34102,0.0425101,0.175102,1,1.06008,0.0305841
"21083",7988258,"---","","---",0.0306057,0.0306057,0.915877,-1.09185,"Control down vs Schizophrenia",5.33948,0.0964314,0.397322,1,-1.09185,0.0306057
"21084",7893310,"---","","---",0.0306161,0.0306161,0.805849,-1.24093,"Control down vs Schizophrenia",5.33874,0.581892,2.39787,1,-1.24093,0.0306161
"21085",8075059,"---","","---",0.0306241,0.0306241,1.1198,1.1198,"Control up vs Schizophrenia",5.33817,0.159884,0.658924,1,1.1198,0.0306241
"21086",7950282,"---","","---",0.0306468,0.0306468,1.22373,1.22373,"Control up vs Schizophrenia",5.33655,0.509099,2.09877,1,1.22373,0.0306468
"21087",7997700,"---","","---",0.0306821,0.0306821,1.10482,1.10482,"Control up vs Schizophrenia",5.33404,0.124098,0.511836,1,1.10482,0.0306821
"21088",7966686,"---","","---",0.0307336,0.0307336,1.09516,1.09516,"Control up vs Schizophrenia",5.33038,0.103182,0.425862,1,1.09516,0.0307336
"21089",8081079,"---","","---",0.030818,0.030818,1.06888,1.06888,"Control up vs Schizophrenia",5.3244,0.0554151,0.228971,1,1.06888,0.030818
"21090",8035234,"---","","---",0.0308583,0.0308583,0.840572,-1.18967,"Control down vs Schizophrenia",5.32156,0.376674,1.55722,1,-1.18967,0.0308583
"21091",7896654,"---","","---",0.0308923,0.0308923,0.612884,-1.63163,"Control down vs Schizophrenia",5.31915,2.99327,12.3802,1,-1.63163,0.0308923
"21092",7894307,"---","","---",0.0309413,0.0309413,0.900673,-1.11028,"Control down vs Schizophrenia",5.3157,0.13667,0.565635,1,-1.11028,0.0309413
"21093",7908610,"---","","---",0.0309428,0.0309428,0.611964,-1.63408,"Control down vs Schizophrenia",5.31559,3.01168,12.4646,1,-1.63408,0.0309428
"21094",7893729,"---","","---",0.0309855,0.0309855,1.21245,1.21245,"Control up vs Schizophrenia",5.31259,0.463468,1.91927,1,1.21245,0.0309855
"21095",7957956,"---","","---",0.0310127,0.0310127,1.08869,1.08869,"Control up vs Schizophrenia",5.31068,0.0901772,0.373568,1,1.08869,0.0310127
"21096",8164560,"---","","---",0.0310525,0.0310525,0.904197,-1.10595,"Control down vs Schizophrenia",5.30789,0.126657,0.524963,1,-1.10595,0.0310525
"21097",8180299,"---","","---",0.0312952,0.0312952,1.10319,1.10319,"Control up vs Schizophrenia",5.29094,0.120431,0.500757,1,1.10319,0.0312952
"21098",7892880,"---","","---",0.0313483,0.0313483,1.05624,1.05624,"Control up vs Schizophrenia",5.28725,0.0373909,0.155582,1,1.05624,0.0313483
"21099",8112761,"---","","---",0.0313747,0.0313747,1.0678,1.0678,"Control up vs Schizophrenia",5.28542,0.0537405,0.223689,1,1.0678,0.0313747
"21100",8174279,"---","","---",0.0313935,0.0313935,0.932428,-1.07247,"Control down vs Schizophrenia",5.28412,0.0611283,0.254503,1,-1.07247,0.0313935
"21101",8108470,"---","","---",0.0314395,0.0314395,1.07048,1.07048,"Control up vs Schizophrenia",5.28093,0.0579313,0.241338,1,1.07048,0.0314395
"21102",7895552,"---","","---",0.0315015,0.0315015,0.863452,-1.15814,"Control down vs Schizophrenia",5.27665,0.269187,1.12233,1,-1.15814,0.0315015
"21103",7919749,"---","","---",0.0315892,0.0315892,0.85808,-1.16539,"Control down vs Schizophrenia",5.27061,0.292556,1.22116,1,-1.16539,0.0315892
"21104",7896201,"---","","---",0.0316094,0.0316094,0.932817,-1.07202,"Control down vs Schizophrenia",5.26921,0.0604007,0.252185,1,-1.07202,0.0316094
"21105",7893412,"---","","---",0.0316095,0.0316095,0.683625,-1.46279,"Control down vs Schizophrenia",5.26921,1.80658,7.54283,1,-1.46279,0.0316095
"21106",8098688,"---","","---",0.0316409,0.0316409,0.890216,-1.12332,"Control down vs Schizophrenia",5.26705,0.168886,0.70542,1,-1.12332,0.0316409
"21107",7971642,"---","","---",0.0316917,0.0316917,1.14267,1.14267,"Control up vs Schizophrenia",5.26356,0.22213,0.92843,1,1.14267,0.0316917
"21108",7893736,"---","","---",0.0317642,0.0317642,0.801674,-1.24739,"Control down vs Schizophrenia",5.2586,0.610234,2.55299,1,-1.24739,0.0317642
"21109",7894981,"---","","---",0.0318608,0.0318608,1.24687,1.24687,"Control up vs Schizophrenia",5.25201,0.607944,2.5466,1,1.24687,0.0318608
"21110",8180256,"---","","---",0.0318995,0.0318995,0.916268,-1.09138,"Control down vs Schizophrenia",5.24937,0.095495,0.400217,1,-1.09138,0.0318995
"21111",8149269,"---","","---",0.0319292,0.0319292,0.920973,-1.08581,"Control down vs Schizophrenia",5.24735,0.0846367,0.354847,1,-1.08581,0.0319292
"21112",8146324,"---","","---",0.0319354,0.0319354,0.917105,-1.09039,"Control down vs Schizophrenia",5.24693,0.0935127,0.392092,1,-1.09039,0.0319354
"21113",7893539,"---","","---",0.0319794,0.0319794,1.13138,1.13138,"Control up vs Schizophrenia",5.24394,0.190282,0.798294,1,1.13138,0.0319794
"21114",8088903,"---","","---",0.032237,0.032237,1.08101,1.08101,"Control up vs Schizophrenia",5.22654,0.0757756,0.318961,1,1.08101,0.032237
"21115",7895638,"---","","---",0.0324066,0.0324066,0.783483,-1.27635,"Control down vs Schizophrenia",5.21517,0.743537,3.13658,1,-1.27635,0.0324066
"21116",7893713,"---","","---",0.0324498,0.0324498,0.844946,-1.18351,"Control down vs Schizophrenia",5.21229,0.354494,1.49625,1,-1.18351,0.0324498
"21117",7894263,"---","","---",0.0324774,0.0324774,0.932941,-1.07188,"Control down vs Schizophrenia",5.21044,0.0601699,0.254055,1,-1.07188,0.0324774
"21118",7894842,"---","","---",0.0325103,0.0325103,0.872401,-1.14626,"Control down vs Schizophrenia",5.20825,0.232704,0.982959,1,-1.14626,0.0325103
"21119",7940042,"---","","---",0.032531,0.032531,0.898552,-1.1129,"Control down vs Schizophrenia",5.20687,0.1429,0.60378,1,-1.1129,0.032531
"21120",7896394,"---","","---",0.0325396,0.0325396,0.810128,-1.23437,"Control down vs Schizophrenia",5.2063,0.553687,2.33969,1,-1.23437,0.0325396
"21121",8085811,"---","","---",0.0325877,0.0325877,1.08452,1.08452,"Control up vs Schizophrenia",5.2031,0.0822218,0.347654,1,1.08452,0.0325877
"21122",7931928,"---","","---",0.0326293,0.0326293,1.10778,1.10778,"Control up vs Schizophrenia",5.20034,0.130849,0.553555,1,1.10778,0.0326293
"21123",7896608,"---","","---",0.0327488,0.0327488,0.903438,-1.10688,"Control down vs Schizophrenia",5.19243,0.128778,0.545624,1,-1.10688,0.0327488
"21124",8180377,"---","","---",0.0329193,0.0329193,1.11645,1.11645,"Control up vs Schizophrenia",5.18119,0.151543,0.64347,1,1.11645,0.0329193
"21125",7894561,"---","","---",0.0329471,0.0329471,0.932925,-1.0719,"Control down vs Schizophrenia",5.17937,0.0601999,0.255706,1,-1.0719,0.0329471
"21126",7892872,"---","","---",0.0330063,0.0330063,0.838225,-1.193,"Control down vs Schizophrenia",5.17549,0.388897,1.65312,1,-1.193,0.0330063
"21127",8173156,"---","","---",0.0330686,0.0330686,1.50718,1.50718,"Control up vs Schizophrenia",5.17141,2.10175,8.94119,1,1.50718,0.0330686
"21128",8112407,"---","","---",0.0331373,0.0331373,1.21046,1.21046,"Control up vs Schizophrenia",5.16693,0.455591,1.93984,1,1.21046,0.0331373
"21129",8097743,"---","","---",0.0331658,0.0331658,0.846363,-1.18153,"Control down vs Schizophrenia",5.16507,0.347477,1.48004,1,-1.18153,0.0331658
"21130",8078012,"---","","---",0.0332406,0.0332406,0.846711,-1.18104,"Control down vs Schizophrenia",5.16021,0.345771,1.47416,1,-1.18104,0.0332406
"21131",8135716,"---","","---",0.0333003,0.0333003,1.07658,1.07658,"Control up vs Schizophrenia",5.15633,0.0679886,0.29008,1,1.07658,0.0333003
"21132",7896091,"---","","---",0.0333125,0.0333125,0.842,-1.18765,"Control down vs Schizophrenia",5.15554,0.369346,1.57609,1,-1.18765,0.0333125
"21133",8087746,"---","","---",0.0333594,0.0333594,1.11144,1.11144,"Control up vs Schizophrenia",5.1525,0.139399,0.5952,1,1.11144,0.0333594
"21134",7999886,"---","","---",0.0334167,0.0334167,0.892478,-1.12048,"Control down vs Schizophrenia",5.1488,0.161596,0.690473,1,-1.12048,0.0334167
"21135",8173607,"---","","---",0.0334928,0.0334928,0.880054,-1.13629,"Control down vs Schizophrenia",5.14389,0.20388,0.871978,1,-1.13629,0.0334928
"21136",8091875,"---","","---",0.0335334,0.0335334,1.10966,1.10966,"Control up vs Schizophrenia",5.14128,0.135216,0.578602,1,1.10966,0.0335334
"21137",8106720,"---","","---",0.0335527,0.0335527,0.853445,-1.17172,"Control down vs Schizophrenia",5.14003,0.31363,1.34238,1,-1.17172,0.0335527
"21138",8077929,"---","","---",0.0335569,0.0335569,0.917501,-1.08992,"Control down vs Schizophrenia",5.13977,0.0925802,0.396276,1,-1.08992,0.0335569
"21139",8031931,"---","","---",0.0336582,0.0336582,1.9484,1.9484,"Control up vs Schizophrenia",5.13326,5.55605,23.812,1,1.9484,0.0336582
"21140",7893015,"---","","---",0.0337205,0.0337205,0.90577,-1.10403,"Control down vs Schizophrenia",5.12928,0.122323,0.524655,1,-1.10403,0.0337205
"21141",7894866,"---","","---",0.0337596,0.0337596,1.1699,1.1699,"Control up vs Schizophrenia",5.12678,0.307503,1.31956,1,1.1699,0.0337596
"21142",7895531,"---","","---",0.0338639,0.0338639,0.83954,-1.19113,"Control down vs Schizophrenia",5.12013,0.382021,1.64145,1,-1.19113,0.0338639
"21143",7896666,"---","","---",0.0339867,0.0339867,1.14543,1.14543,"Control up vs Schizophrenia",5.11233,0.230247,0.990828,1,1.14543,0.0339867
"21144",7896378,"---","","---",0.0341316,0.0341316,0.835904,-1.19631,"Control down vs Schizophrenia",5.10317,0.401216,1.72966,1,-1.19631,0.0341316
"21145",7926541,"---","","---",0.0341861,0.0341861,1.07943,1.07943,"Control up vs Schizophrenia",5.09974,0.0729524,0.314713,1,1.07943,0.0341861
"21146",7972709,"---","","---",0.0341945,0.0341945,0.923537,-1.08279,"Control down vs Schizophrenia",5.09921,0.0790168,0.34091,1,-1.08279,0.0341945
"21147",7893797,"---","","---",0.0342064,0.0342064,0.830692,-1.20382,"Control down vs Schizophrenia",5.09846,0.429707,1.8542,1,-1.20382,0.0342064
"21148",7895329,"---","","---",0.0342375,0.0342375,0.896883,-1.11497,"Control down vs Schizophrenia",5.0965,0.147908,0.638473,1,-1.11497,0.0342375
"21149",8160769,"---","","---",0.0342859,0.0342859,0.931731,-1.07327,"Control down vs Schizophrenia",5.09347,0.0624423,0.269705,1,-1.07327,0.0342859
"21150",7918900,"---","","---",0.0343243,0.0343243,1.12144,1.12144,"Control up vs Schizophrenia",5.09106,0.164044,0.708883,1,1.12144,0.0343243
"21151",8042960,"---","","---",0.0343409,0.0343409,1.07224,1.07224,"Control up vs Schizophrenia",5.09002,0.0607504,0.262574,1,1.07224,0.0343409
"21152",8157231,"---","","---",0.0343518,0.0343518,1.21517,1.21517,"Control up vs Schizophrenia",5.08933,0.47428,2.0502,1,1.21517,0.0343518
"21153",7919560,"---","","---",0.0344264,0.0344264,1.43752,1.43752,"Control up vs Schizophrenia",5.08467,1.64482,7.11669,1,1.43752,0.0344264
"21154",8093150,"---","","---",0.0344666,0.0344666,1.14024,1.14024,"Control up vs Schizophrenia",5.08216,0.215098,0.93113,1,1.14024,0.0344666
"21155",7896614,"---","","---",0.0345283,0.0345283,0.885166,-1.12973,"Control down vs Schizophrenia",5.07831,0.185816,0.80498,1,-1.12973,0.0345283
"21156",7892874,"---","","---",0.0345333,0.0345333,0.804767,-1.2426,"Control down vs Schizophrenia",5.078,0.589158,2.55247,1,-1.2426,0.0345333
"21157",7896036,"---","","---",0.0345378,0.0345378,0.910533,-1.09826,"Control down vs Schizophrenia",5.07772,0.109701,0.475297,1,-1.09826,0.0345378
"21158",7960861,"---","","---",0.0346476,0.0346476,1.17594,1.17594,"Control up vs Schizophrenia",5.0709,0.328031,1.42315,1,1.17594,0.0346476
"21159",8180200,"---","","---",0.0346561,0.0346561,0.896512,-1.11543,"Control down vs Schizophrenia",5.07038,0.149036,0.646657,1,-1.11543,0.0346561
"21160",7895277,"---","","---",0.0347256,0.0347256,0.916602,-1.09099,"Control down vs Schizophrenia",5.06607,0.0947023,0.411256,1,-1.09099,0.0347256
"21161",8180211,"---","","---",0.0347626,0.0347626,0.891906,-1.12119,"Control down vs Schizophrenia",5.06378,0.163421,0.709995,1,-1.12119,0.0347626
"21162",8008170,"---","","---",0.0347773,0.0347773,0.820055,-1.21943,"Control down vs Schizophrenia",5.06287,0.491488,2.13569,1,-1.21943,0.0347773
"21163",7981872,"---","","---",0.034971,0.034971,0.89712,-1.11468,"Control down vs Schizophrenia",5.05095,0.147193,0.641116,1,-1.11468,0.034971
"21164",7893034,"---","","---",0.0350356,0.0350356,0.84097,-1.1891,"Control down vs Schizophrenia",5.04699,0.37462,1.63298,1,-1.1891,0.0350356
"21165",7893036,"---","","---",0.0350488,0.0350488,1.11922,1.11922,"Control up vs Schizophrenia",5.04618,0.158415,0.690645,1,1.11922,0.0350488
"21166",7991562,"---","","---",0.0351327,0.0351327,0.732758,-1.36471,"Control down vs Schizophrenia",5.04105,1.2074,5.26931,1,-1.36471,0.0351327
"21167",8175215,"---","","---",0.0353232,0.0353232,1.08414,1.08414,"Control up vs Schizophrenia",5.02946,0.0815104,0.356545,1,1.08414,0.0353232
"21168",8177081,"---","","---",0.0357139,0.0357139,0.900608,-1.11036,"Control down vs Schizophrenia",5.0059,0.136859,0.60147,1,-1.11036,0.0357139
"21169",7894700,"---","","---",0.0357709,0.0357709,0.901849,-1.10883,"Control down vs Schizophrenia",5.00249,0.133281,0.586143,1,-1.10883,0.0357709
"21170",7892729,"---","","---",0.0357994,0.0357994,0.707019,-1.41439,"Control down vs Schizophrenia",5.00078,1.50108,6.60372,1,-1.41439,0.0357994
"21171",7901314,"---","","---",0.0358174,0.0358174,0.905906,-1.10387,"Control down vs Schizophrenia",4.9997,0.121951,0.536618,1,-1.10387,0.0358174
"21172",7919556,"---","","---",0.0358637,0.0358637,1.42952,1.42952,"Control up vs Schizophrenia",4.99694,1.59463,7.02068,1,1.42952,0.0358637
"21173",7895293,"---","","---",0.0359735,0.0359735,0.872972,-1.14551,"Control down vs Schizophrenia",4.9904,0.230478,1.01606,1,-1.14551,0.0359735
"21174",8165656,"---","","---",0.0360533,0.0360533,1.35121,1.35121,"Control up vs Schizophrenia",4.98566,1.13147,4.99279,1,1.35121,0.0360533
"21175",8027381,"---","","---",0.0362124,0.0362124,1.13388,1.13388,"Control up vs Schizophrenia",4.97625,0.197155,0.871621,1,1.13388,0.0362124
"21176",7904713,"---","","---",0.036244,0.036244,0.898057,-1.11351,"Control down vs Schizophrenia",4.97439,0.144375,0.638521,1,-1.11351,0.036244
"21177",7919129,"---","","---",0.036244,0.036244,0.898057,-1.11351,"Control down vs Schizophrenia",4.97439,0.144375,0.638521,1,-1.11351,0.036244
"21178",7896432,"---","","---",0.0363582,0.0363582,1.148,1.148,"Control up vs Schizophrenia",4.96767,0.237885,1.05351,1,1.148,0.0363582
"21179",7896570,"---","","---",0.0363629,0.0363629,0.81052,-1.23378,"Control down vs Schizophrenia",4.96739,0.551148,2.44097,1,-1.23378,0.0363629
"21180",7894212,"---","","---",0.0363825,0.0363825,0.88505,-1.12988,"Control down vs Schizophrenia",4.96624,0.186213,0.824909,1,-1.12988,0.0363825
"21181",7893600,"---","","---",0.036443,0.036443,0.882688,-1.1329,"Control down vs Schizophrenia",4.9627,0.194454,0.86203,1,-1.1329,0.036443
"21182",8180206,"---","","---",0.0364694,0.0364694,0.909958,-1.09895,"Control down vs Schizophrenia",4.96115,0.111185,0.493047,1,-1.09895,0.0364694
"21183",7895373,"---","","---",0.0364878,0.0364878,1.06694,1.06694,"Control up vs Schizophrenia",4.96007,0.0524255,0.232529,1,1.06694,0.0364878
"21184",8117576,"---","","---",0.0364972,0.0364972,1.10111,1.10111,"Control up vs Schizophrenia",4.95952,0.115859,0.513941,1,1.10111,0.0364972
"21185",7894506,"---","","---",0.0365186,0.0365186,0.839121,-1.19172,"Control down vs Schizophrenia",4.95827,0.384203,1.70472,1,-1.19172,0.0365186
"21186",7904480,"---","","---",0.0365772,0.0365772,1.21203,1.21203,"Control up vs Schizophrenia",4.95484,0.461793,2.05041,1,1.21203,0.0365772
"21187",7904963,"---","","---",0.0365772,0.0365772,1.21203,1.21203,"Control up vs Schizophrenia",4.95484,0.461793,2.05041,1,1.21203,0.0365772
"21188",7894455,"---","","---",0.0365837,0.0365837,1.21971,1.21971,"Control up vs Schizophrenia",4.95447,0.492628,2.18748,1,1.21971,0.0365837
"21189",7893365,"---","","---",0.0366161,0.0366161,0.817293,-1.22355,"Control down vs Schizophrenia",4.95258,0.508345,2.25813,1,-1.22355,0.0366161
"21190",8173158,"---","","---",0.0366334,0.0366334,1.05139,1.05139,"Control up vs Schizophrenia",4.95157,0.0313645,0.139354,1,1.05139,0.0366334
"21191",8114203,"---","","---",0.0366942,0.0366942,0.923252,-1.08313,"Control down vs Schizophrenia",4.94803,0.0796308,0.354055,1,-1.08313,0.0366942
"21192",8143986,"---","","---",0.0367278,0.0367278,1.13954,1.13954,"Control up vs Schizophrenia",4.94608,0.213081,0.947775,1,1.13954,0.0367278
"21193",8180320,"---","","---",0.0367535,0.0367535,0.803575,-1.24444,"Control down vs Schizophrenia",4.94459,0.597223,2.65723,1,-1.24444,0.0367535
"21194",7894963,"---","","---",0.0367547,0.0367547,0.795182,-1.25757,"Control down vs Schizophrenia",4.94452,0.65595,2.91857,1,-1.25757,0.0367547
"21195",7893824,"---","","---",0.0368558,0.0368558,0.887408,-1.12688,"Control down vs Schizophrenia",4.93866,0.178186,0.793755,1,-1.12688,0.0368558
"21196",7894820,"---","","---",0.0368867,0.0368867,1.19187,1.19187,"Control up vs Schizophrenia",4.93688,0.38475,1.71455,1,1.19187,0.0368867
